# PathPlanner CSV Format:
# timeSeconds, positionMeters, velocityMetersPerSecond, accelerationMetersPerSecondSq, headingDegrees, holonomicRotationDegrees, curvatureRadPerMeter, curveRadiusMeters, angularVelocityDegreesPerSec, angularAccelerationDegreesPerSecSq
 0.0,0.0,0,0.0,68.19363466093756,-56.30993247402024,8.015272222317503,0.12476182620667925,0.0,0.0
 0.04399314808398197,0.0048384926958479155,0.10998287020995491,2.4999999999999996,68.19363466093756,-56.710483689432586,8.015272222317503,0.12476182620667925,0.0,0.0
 0.06227543967737047,0.00969557596752452,0.26567146940338116,8.515814245612875,70.42007905107201,-57.11103490484493,7.83411948356244,0.12764676388944557,121.78147245718307,6661.171102928008
 0.0763624849310395,0.014578072762108086,0.3465948115210247,5.7445220527396765,72.60607524470592,-57.51158612025726,7.625919142144863,0.13113173394056477,155.17776469586977,2370.7095162478067
 0.0883006180280264,0.01949249786032855,0.41165775739766475,5.450010093543142,74.74649885750816,-57.912137335669605,7.3950033383389515,0.1352264433493302,179.29299291716475,2020.0166998792731
 0.09888385347613265,0.024445041195723174,0.4679611787603973,5.320057522939013,76.83694430941492,-58.31268855108195,7.145787709346155,0.1399425844532262,197.52423180576784,1722.6526781907057
 0.10852014712726968,0.029441555831310633,0.5185100015085053,5.2456706466332745,78.87374051515685,-58.71323976649429,6.8826130905907394,0.14529365327350827,211.3671790711347,1436.5426964477679
 0.11745220373636615,0.03448755040632215,0.5649308771590896,5.197109432032585,80.85394412571932,-59.11379098190663,6.60961391690641,0.15129476737546632,221.69626741346664,1156.4065023740145
 0.12583828629159197,0.039588185742011645,0.6082262250698951,5.162761948226451,82.77531366043296,-59.51434219731897,6.330617007703357,0.15796248592880577,229.11407347359565,884.5376862533468
 0.13378830323302102,0.04474827520492694,0.6490664738115323,5.1371272592905886,84.63626838975149,-59.91489341273131,6.049071232181619,0.16531463453098508,234.08185706130163,624.8771070936863
 0.14138216064030998,0.04997228836830603,0.6879261596833277,5.117252509178798,86.43583596857303,-60.31544462814365,5.7680060660460315,0.1733701366728104,236.97674084507196,381.21387175267006
 0.14868000199655299,0.0552643574842375,0.7251554065921588,5.101405345977137,88.17359265678483,-60.715995843555994,5.490015343268016,0.18214885341372009,238.11927436943074,156.55773653963692
 0.15572833560652324,0.060628286276944825,0.761020844007689,5.088498842449301,89.84959957750185,-61.11654705896834,5.217261581400307,0.19167143230177106,237.78768336762724,-47.045304628378176
 0.1625639081533589,0.06606756058523425,0.7957306093997053,5.0778139145175665,91.46433794338186,-61.51709827438068,4.951495979622988,0.2019591663035423,236.22576672491087,-228.49829067199516
 0.1692162644840162,0.0715853604148113,0.8294504315934392,5.068853879389552,93.01864560110623,-61.91764948979302,4.694089408466062,0.21303386301003174,233.6476851910916,-387.5441130443079
 0.17570950230815705,0.07718457300345062,0.8623144169804345,5.0612631597771,94.5136566664746,-62.318200705205356,4.4460702378284065,0.22491772430667442,230.2412303165853,-524.6157566940838
 0.18206351259894438,0.08286780654966494,0.894432537267752,5.054779394028591,95.95074548648587,-62.7187519206177,4.208165556629414,0.23763323627432648,226.17036395028953,-640.6767033723746
 0.18829487970201578,0.08863740430499148,0.9258959807524005,5.049203965072199,97.33147569988219,-63.11930313603004,3.9808430835625717,0.25120306905065726,221.57741480449377,-737.0692610184896
 0.19441754939158903,0.09449545877857742,0.9567810727340145,5.044383177196448,98.6575547824688,-63.51985435144238,3.7643517857401516,0.2656499862175816,216.58510908156234,-815.3805408502097
 0.20044333448479953,0.10044382584846308,0.9871522096909716,5.040195839572432,99.93079416176741,-63.920405566854726,3.558759854623701,0.28099676315634364,211.2985046103316,-877.3304041638276
 0.20638230410168026,0.10648413861579609,1.0170640964661992,5.03654483939555,101.15307476103344,-64.32095678226706,3.363989211846608,0.2972661138384169,205.80684497726142,-924.68222390983
 0.21224308787349658,0.112617820875192,1.0465634799379437,5.0333512752343665,102.32631767548824,-64.72150799767941,3.1798461313193016,0.31448062538331223,200.18532676410263,-959.1751601879404
 0.21803311684854507,0.11884610010672829,1.0756905118051043,5.030550277499547,103.45245958346248,-65.12205921309175,3.0060478684364056,0.33266269991906333,194.49676553040263,-982.4754346159996
 0.22375881651669002,0.1251700199223744,1.1044798334130859,5.028087967685678,104.53343243899634,-65.5226104285041,2.8422454071895658,0.3518345029146543,188.79314637263957,-996.1436135910608
 0.22942576308905122,0.13159045192248364,1.1329614490143516,5.025919203151859,105.5711469718887,-65.92316164391643,2.6880425708598152,0.3720179177371188,183.1170489507501,-1001.6147760370483
 0.23503881120927017,0.13810810693666736,1.1611614357458027,5.024005874788589,106.56747952358768,-66.32371285932877,2.5430118311684375,0.39323450553532424,177.50294142501062,-1000.1887397894776
 0.24060219919057263,0.14472354563834997,1.189102525999606,5.022315601160348,107.52426176901788,-66.72426407474111,2.4067071831171263,0.41550547030188234,171.9783428094128,-993.0277439152162
 0.2461196363837254,0.151437188534143,1.2168045889357468,5.020820711927565,108.44327290483012,-67.12481529015345,2.2786744661049405,0.4388516283808425,166.5648567695054,-981.1595221465566
 0.2515943761996525,0.1582493253382307,1.2442850314584417,5.0194974458418375,109.3262339229712,-67.5253665055658,2.1584594958415257,0.46329338212118115,161.27908317621873,-965.4839811582067
 0.2570292775142837,0.16516012374878666,1.2715591342848371,5.018325310336599,110.17480362831235,-67.92591772097813,2.0456143473380335,0.4888506972496083,156.13341553354851,-946.7821667373514
